conflict_ratio,committed,mem_avg_mib,mem_mib_seconds,duration_seconds,run_id,summary_path
0.1,2000,8369.851748575895,1263100.6718800028,150.91075801849365,34b0562d-9ac7-4b3a-8a0f-7dbed8406a2c,/home/sxguo/vDesktop/geco/tools/abort-rate/results/34b0562d-9ac7-4b3a-8a0f-7dbed8406a2c.summary.json
0.5,1981,8060.873687589119,1717475.275510113,213.06316685676575,5cd35e0f-45d8-46b9-a0b0-de4d994f2f81,/home/sxguo/vDesktop/geco/tools/abort-rate/results/5cd35e0f-45d8-46b9-a0b0-de4d994f2f81.summary.json
0.9,1920,7527.489149410468,2672720.314936772,355.0613307952881,4921db8d-98b2-4bcb-a403-b2b2680c4270,/home/sxguo/vDesktop/geco/tools/abort-rate/results/4921db8d-98b2-4bcb-a403-b2b2680c4270.summary.json
